,text,label_category
877,The average price for each dish during lunch is between $ 4.50 and $ 5 ! How can you beat that ?,"[0, 0, 1, 0, 0, 0]"
878,There are other Vietnamese restaurants in the chinatown area and you can forget about those .,"[0, 0, 0, 0, 0, 1]"
879,The food has been consistant for years and it never lets you down .,"[0, 0, 0, 1, 0, 0]"
880,The service is descent even when this small place is packed .,"[0, 1, 0, 0, 0, 0]"
881,"Check it out , it wo n't hurt your stomach or your wallet .","[0, 0, 0, 0, 0, 1]"
882,"the real kicker of the menu , however , is the beef cubes or the chicken with chili and lemon grass .","[0, 0, 0, 1, 0, 0]"
883,"both are very reasonably priced ( around $ 8 for dinner and $ 5 for lunch ) , and are delicious and filling .","[0, 0, 1, 1, 0, 0]"
884,i've been back to nha trang literally a hundred times for the beef cubes - they 're that good .,"[0, 0, 0, 1, 0, 0]"
885,also make sure you pay attention to the music being piped in - quite a weird selection .,"[1, 0, 0, 0, 0, 0]"
886,"i've noticed megadeth , mr . scruff , st. germain , traditional vietnamese songs , black sabbath , jay-z , and daft punk all being played .","[1, 0, 0, 0, 1, 0]"
887,Gigino 's in Wagner Park is so enjoyable .,"[0, 0, 0, 0, 0, 1]"
888,The food is delicious .,"[0, 0, 0, 1, 0, 0]"
889,The service is fine and they allow you to enjoy the view .,"[1, 1, 0, 0, 0, 0]"
890,Its not the same if you have to sit inside .,"[1, 0, 0, 0, 0, 0]"
891,"For the location , the prices are very reasonable .","[0, 0, 1, 0, 0, 0]"
892,This is the kind of place you 'd like to take all your friends to and still keep a secret .,"[0, 0, 0, 0, 0, 1]"
893,The setting is casual and romantic .,"[1, 0, 0, 0, 0, 0]"
894,The food is excellent !,"[0, 0, 0, 1, 0, 0]"
895,"if you 're daring , try the balsamic vinegar over icecream , it 's wonderful !","[0, 0, 0, 1, 0, 0]"
896,"This is such a lovely , peaceful place to eat outside .","[1, 0, 0, 0, 0, 0]"
897,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty .,"[1, 0, 0, 0, 0, 0]"
898,"It is set far from the small street it 's on , and there is no traffic noise .","[1, 0, 0, 0, 0, 0]"
899,"The food is good , especially their more basic dishes , and the drinks are delicious .","[0, 0, 0, 1, 0, 0]"
900,"This is a great place to take out-of-towners , and perfect for watching the sunset .","[1, 0, 0, 0, 0, 1]"
901,"The view is spectacular , and the food is great .","[1, 0, 0, 1, 0, 0]"
902,Wonderful strawberry daiquiries as well !,"[0, 0, 0, 1, 0, 0]"
903,Definitely worth the trip to Battery Park City !,"[0, 0, 0, 0, 0, 1]"
904,One of my favorite places in Manhattan .,"[0, 0, 0, 0, 0, 1]"
905,I 've been to several places for Dim Sum and this has got to be the WORST .,"[0, 0, 0, 1, 1, 0]"
906,They do n't walk around with the trays of Dim Sum .,"[1, 0, 0, 0, 0, 0]"
907,"You order from a menu , so you leave feeling like you missed the full experience .","[1, 0, 0, 0, 0, 0]"
908,"The service was bad , the food took to forever to come , we sat on the upper level .","[0, 1, 0, 0, 0, 0]"
909,And the bill was outragous .,"[0, 0, 1, 0, 0, 0]"
910,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food .,"[0, 0, 0, 0, 0, 1]"
911,Chinese Desserts are known for healthful benefits in addition to the sweetness .,"[0, 0, 0, 1, 0, 0]"
912,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,"[0, 0, 0, 1, 0, 0]"
913,A cool place to hang with your friends for a couple of healthy drinks and desserts .,"[1, 0, 0, 1, 0, 0]"
914,"Another couple of specials is their bamboo rice , claypot congee noodles .","[0, 0, 0, 1, 0, 0]"
915,sometimes i get good food and ok service .,"[0, 1, 0, 1, 0, 0]"
916,"sometimes i get bad food and bad service , sometimes i get good good and bad service .","[0, 1, 0, 1, 0, 0]"
917,it is not consistent .,"[0, 0, 0, 0, 0, 1]"
918,really depends on your luck !,"[0, 0, 0, 0, 0, 1]"
919,I usually go there later at night when I get off work so I do n't have to deal with crowds or lines .,"[0, 0, 0, 0, 1, 0]"
920,"The waitress remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .","[0, 1, 0, 0, 0, 0]"
921,They 've the best desserts and mixed drinks as well as snack foods .,"[0, 0, 0, 1, 0, 0]"
922,"If you 're looking for a place to sit down , have a drink and conversations with friends , go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot ) .","[1, 0, 0, 1, 0, 0]"
923,"A friend and I met at Mizu last night for dinner ; after a short wait of 15 minutes , we were given a nice little table by the window .","[1, 0, 0, 0, 1, 0]"
924,"We shared a bottle of sake , an order of edamames , and she had the sushi plate while I had the sashimi .","[0, 0, 0, 1, 0, 0]"
925,What generous portions !,"[0, 0, 0, 1, 0, 0]"
926,I found the variety of the sashimi plate to be satisfying - fresh and yummy .,"[0, 0, 0, 1, 0, 0]"
927,"As far as the service goes , the waitresses were not particularly friendly , but they got the job done .","[0, 1, 0, 0, 0, 0]"
928,"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .","[0, 1, 0, 1, 0, 0]"
929,Delivery is fast too .,"[0, 1, 0, 0, 0, 0]"
930,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","[0, 1, 0, 1, 0, 0]"
931,A little overpriced but worth it once you take a bite .,"[0, 0, 1, 0, 0, 0]"
932,"The editorial review led me to believe this would be a fun dinner spot , but that was n't exactly true .","[0, 0, 0, 0, 0, 1]"
933,"While the food was excellent , it was n't cheap ( though not extremely expensive eithe r ) .","[0, 0, 1, 1, 0, 0]"
934,"The service was mediocre , and the lack of air conditioning made for a less than comfortable meal .","[1, 1, 0, 0, 0, 0]"
935,"The decor is really blah , and not at all hip or happening .","[1, 0, 0, 0, 0, 0]"
936,"So , for good food i 'd recommend it , but not for a fun night out .","[0, 0, 0, 1, 0, 0]"
937,The people in the restaurant were pretty obnoxious and loud .,"[1, 0, 0, 0, 0, 0]"
938,I 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much ... and we 're repeat customers .,"[0, 0, 0, 0, 0, 1]"
939,Even after they overcharged me the last time I was there .,"[0, 1, 0, 0, 0, 0]"
940,Make sure you have the Spicy Scallop roll. . .,"[0, 0, 0, 1, 0, 0]"
941,it 's delicious !,"[0, 0, 0, 1, 0, 0]"
942,Mizu is the Japenese find in Grammercy .,"[0, 0, 0, 0, 0, 1]"
943,"While their kitchen food is del icious , their Sushi is out of this world .","[0, 0, 0, 1, 0, 0]"
944,Mizu is home to creative and unique rolls not to found anywhere else .,"[0, 0, 0, 1, 0, 0]"
945,"Not only is the cuisine the best around , the service has always been attentive and charming .","[0, 1, 0, 1, 0, 0]"
946,Warn ing : You may find it difficult to dine at other Japanese restaurants after a visit to Mizu !,"[0, 0, 0, 0, 0, 1]"
947,Good bagels and good cream cheese .,"[0, 0, 0, 1, 0, 0]"
948,None of that yucky whipped stuff .,"[0, 0, 0, 1, 0, 0]"
949,"But they do n't have a toaster , which is strange .","[0, 1, 0, 0, 0, 0]"
950,Great bagels made the old-fashioned way .,"[0, 0, 0, 1, 0, 0]"
951,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the poun d ) .,"[0, 0, 1, 1, 0, 0]"
952,Dra wbacks : service is slow and they do n't toast !,"[0, 1, 0, 0, 0, 0]"
953,Never fails to please .,"[0, 0, 0, 0, 0, 1]"
954,"delicious bagels , especially when right out of the oven .","[0, 0, 0, 1, 0, 0]"
955,Spreads and toppings are great - though a bit pricey .,"[0, 0, 1, 1, 0, 0]"
956,Service is fast and friendly .,"[0, 1, 0, 0, 0, 0]"
957,"Only drawback - they wo n't toast your bagel , and they do n't make eggs for the bagel .","[0, 1, 0, 0, 0, 0]"
958,But that is highly forgivable .,"[0, 0, 0, 0, 0, 1]"
959,"Very neighborhoody , very quick and sufficient .","[1, 0, 0, 0, 0, 0]"
960,Nothing fancy but really good food with pretty reasonable price .,"[0, 0, 1, 1, 0, 0]"
961,Other apetizers and food,"[0, 0, 0, 1, 0, 0]"
962,"Compared to Ess-a , Tal offers a less doughy bagel !","[0, 0, 0, 1, 0, 0]"
963,They even scoop it out nice ( for those on a diet ) not too much not to little .,"[0, 1, 0, 0, 0, 0]"
964,The cream cheeses are out of this world and I love that coffee ! !,"[0, 0, 0, 1, 0, 0]"
965,A little crowded but they move that line really fast !,"[1, 1, 0, 0, 0, 0]"
966,A little pricey but it really hits the spot on a Sunday morning !,"[0, 0, 1, 0, 0, 0]"
967,"The # 1 - Masala Dosa was quite good , I would scale it a 6 .","[0, 0, 0, 1, 0, 0]"
968,but I was not a fan of the 'fusion dosa ' where the filling went from portabella mushroom to avocado .,"[0, 0, 0, 1, 0, 0]"
969,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds .,"[0, 0, 0, 0, 1, 0]"
970,"For a cute place to go , check out this place ...and definatly at leasty try # 1 with cilantro chutney .","[1, 0, 0, 1, 0, 0]"
971,"A cheap eat for NYC , but not for dosa .","[0, 0, 1, 0, 0, 0]"
972,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,"[0, 0, 0, 1, 0, 0]"
973,"I tried the curry chicken , masala and portobello cheese dosas - all of which were delicious .","[0, 0, 0, 1, 0, 0]"
974,The highly spiced chai tea was great too .,"[0, 0, 0, 1, 0, 0]"
975,"Only complaint would be that at an average cost of $ 12-$ 15 per meal , I 'd like not to have to worry about finding a seat !","[0, 1, 1, 0, 0, 0]"
976,"So , the menu is written in chalk above your head and it all sounds delicious .","[1, 0, 0, 1, 0, 0]"
977,Sandwiches are straightforward and lovely - drinks in the cooler range from diet soda to a perfect mango lassi.,"[0, 0, 0, 1, 0, 0]"
978,Then you order a dosa ( get # 12 ! ) and they serve you the Biggest Piece of Food in the World - an unthinkable 2 feet long .,"[0, 0, 0, 1, 0, 0]"
979,"Trust me , it will be great , and all of it will be devoured in no time .","[0, 0, 0, 1, 0, 0]"
980,You can even get packages of the chutneys to stock your fridge !,"[0, 1, 0, 1, 0, 0]"
981,"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .","[0, 0, 0, 0, 0, 1]"
982,"The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .","[0, 0, 0, 1, 0, 0]"
983,"The sandwiches are dry , tasteless and way overpriced .","[0, 0, 0, 1, 0, 0]"
984,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .","[0, 0, 0, 0, 0, 1]"
985,On a monthly basis my friends and I get together and have a girls night out .,"[0, 0, 0, 0, 1, 0]"
986,"We try frequenting new restaurants all over the city , but any time that we visit a restaurant other than Roth 's we are always disappointed .","[0, 0, 0, 0, 1, 0]"
987,The food is amazing ! ! ! !,"[0, 0, 0, 1, 0, 0]"
988,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,"[1, 0, 0, 1, 0, 0]"
989,This is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .,"[1, 0, 0, 0, 0, 0]"
990,I recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,"[0, 0, 0, 0, 0, 1]"
991,I have been to Roth 's twice and both times were very disappointing .,"[0, 0, 0, 0, 1, 0]"
992,Once for dinner and once for brunch .,"[0, 0, 0, 0, 1, 0]"
993,"Both times I was extremely dissappointed by the service , which was boarderline rude .","[0, 1, 0, 0, 0, 0]"
994,They wouldnt even let me finish my glass of wine before offering another .,"[0, 1, 0, 0, 0, 0]"
995,Much of the time it seems like they do not care about you .,"[0, 1, 0, 0, 0, 0]"
996,"The dinner was ok , nothing I would have again .","[0, 0, 0, 1, 0, 0]"
997,"I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .","[0, 0, 0, 1, 0, 0]"
998,I have been coming to this neighborhood spot for years .,"[0, 0, 0, 0, 1, 0]"
999,"The filet mignon is the best I have had in the city and I have been to all the major steakhouses ... Lugers , Sparks , etc .","[0, 0, 0, 1, 0, 0]"
1000,The only other steakhouse that seems to hold a candle to Roth 's is the Strip House .,"[0, 0, 0, 0, 0, 1]"
1001,The garlic mashed potatoes are hands down the best in the city !,"[0, 0, 0, 1, 0, 0]"
1002,"And Kruno , the beverage manager is the best bartender I have yet to come acr oss .","[0, 0, 0, 1, 0, 0]"
1003,"His drinks are very inventive , delicious and classy .","[0, 0, 0, 1, 0, 0]"
1004,Great find ! ! !,"[0, 0, 0, 0, 0, 1]"
1005,I have been in many restaurants all over the city and Roth 's Steakhouse has quickly become one of my favorites .,"[0, 0, 0, 0, 1, 0]"
1006,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic .,"[0, 1, 0, 0, 0, 0]"
1007,"Please try the Filet Mignon , its just the most tender piece ever .","[0, 0, 0, 1, 0, 0]"
1008,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .,"[0, 0, 0, 1, 0, 0]"
1009,"To finish off such a delightful dinner experience you must have dessert , especially the White Chocolate Bread Pudding with Gelato and hot chocolate .","[0, 0, 0, 1, 0, 0]"
1010,"If you go to Roth 's try to be served by Mike , he is GREAT ! !","[0, 1, 0, 0, 0, 0]"
1011,"This was n't the expected menu comprised only of pad thai and tom yum soup , but I thought that was what made the place so special .","[0, 0, 0, 1, 0, 0]"
1012,"I ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways .","[0, 0, 0, 1, 0, 0]"
1013,"Instead of being pan-Asian , I thought it was simply a creative take on Thai cuisine ... and I 'd much rather have innovation with traditional Thai spices than another unremarkable noodle dish .","[0, 0, 0, 1, 0, 0]"
1014,"Plus , when our entrees were held up in the kitchen on a busy Saturday night , the owner sent over complimentary summer rolls to hold us over !","[0, 1, 0, 0, 0, 0]"
1015,"Our waitress was sweet and accomodating , not overbearing .","[0, 1, 0, 0, 0, 0]"
1016,"The music does get a little loud at times , but it just made me want to lean closer to my beautiful wife , and as I did , I got a whiff of corriander .","[1, 0, 0, 0, 0, 0]"
1017,but I would n't wanna live there .,"[0, 0, 0, 0, 0, 1]"
1018,I liked the food at this quasi-thai restaurant .,"[0, 0, 0, 1, 0, 0]"
1019,"It was nice and fresh , but I ca n't give it high scores on being authentic thai .","[0, 0, 0, 1, 0, 0]"
1020,"The food was very good , but not very thai .","[0, 0, 0, 1, 0, 0]"
1021,"If you 'd like to have a nice light meal with an asian accent , Long Tan is a good place on the slope .","[0, 0, 0, 0, 0, 1]"
1022,"wow ! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew .","[0, 0, 0, 0, 0, 1]"
1023,yourself a favor and have dinner here and see if you dont agree with me .,"[0, 0, 0, 0, 0, 1]"
1024,"I had my eyes on this place , promising myself I will one day 'give it a try . ' And I hate to say this but I doubt I 'll ever go back .","[0, 0, 0, 0, 0, 1]"
1025,"The food is very average ...the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .","[0, 0, 0, 1, 0, 0]"
1026,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .,"[0, 0, 0, 1, 0, 0]"
1027,I had never had Edamame pureed before but I thought it was innovative and tasty ( could 've used a bit more salt ) .,"[0, 0, 0, 1, 0, 0]"
1028,"Anyways , if you 're in the neighborhood to eat good food , I would n't waste my time trying to find something , rather go across the street to Tamari .","[0, 0, 0, 0, 0, 1]"
1029,"The decor is night tho ...but they REALLY need to clean that vent in the ceiling ...its quite un-appetizing , and kills your effort to make this place look sleek and modern .","[1, 0, 0, 0, 0, 0]"
1030,I 've never felt more unwelcome than last month at Jimmy 's Bronx Cafe .,"[0, 0, 0, 0, 1, 0]"
1031,I try my best to give an accurate description of any establishment visited .,"[0, 0, 0, 0, 1, 0]"
1032,"This time , I prefer not to go into detail .","[0, 0, 0, 0, 1, 0]"
1033,"I seriously doubt I will ever dine at Jimmy 's Bronx , or for that matter , Jimmy 's Uptown , again .","[0, 0, 0, 0, 0, 1]"
1034,"Not only would I not recommend Jimmy 's restaurants to friends , I would strongly suggest they go anywhere but .","[0, 0, 0, 0, 0, 1]"
1035,I thought going to Jimmys would give me a real Domincan exprience .,"[0, 0, 0, 0, 1, 0]"
1036,Jimmy is Dominican !,"[0, 0, 0, 0, 1, 0]"
1037,"Well , this place is so Ghetto its not even funny .","[1, 0, 0, 0, 0, 0]"
1038,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,"[1, 0, 1, 0, 0, 0]"
1039,Would NEVER go back there .,"[0, 0, 0, 0, 0, 1]"
1040,Too bad Latin Quarters closed .,"[0, 0, 0, 0, 0, 1]"
1041,"That place was awesome , , , sally !","[0, 0, 0, 0, 0, 1]"
1042,Jimmy 's is hands down the hottest night spot in the Bron x.,"[1, 0, 0, 0, 0, 0]"
1043,Right off the major deegan you get ladies from all over the city .,"[1, 0, 0, 0, 0, 0]"
1044,"Good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .","[0, 0, 1, 1, 0, 0]"
1045,"After dinner , take your date to the HUGE dance floor , probably one of the biggest you 'll see in NY.","[1, 0, 0, 0, 0, 0]"
1046,Some of the finest latin women you 'll see in your life hang out at Jimmy 's .,"[1, 0, 0, 0, 0, 0]"
1047,"Great bar , most gorgeous bartenders you 've ever seen ( specifically the blond lady ) .","[0, 1, 0, 0, 0, 0]"
1048,"Good atmosphere , combination of all the hottest music dress code is relatively strict except on Fridays .","[1, 0, 0, 0, 0, 0]"
1049,The service is fantastic .,"[0, 1, 0, 0, 0, 0]"
1050,The food there is so good that even to order out the wait is incredible .,"[0, 1, 0, 1, 0, 0]"
1051,But trust me it is so worth it .,"[0, 0, 0, 0, 0, 1]"
1052,"I am completely hooked on this place , it is ridiculous .","[0, 0, 0, 0, 0, 1]"
1053,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling .,"[0, 0, 0, 0, 1, 0]"
1054,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people .,"[0, 0, 0, 0, 1, 0]"
1055,I drop more dollar bills here than your uncle after a weekend at Scores .,"[0, 0, 0, 0, 1, 0]"
1056,I go back in line like three times on average until I ca n't walk anymore.,"[0, 0, 0, 0, 1, 0]"
1057,Never in my life did I think that I could be satisfied both in taste and in quantity for $ 3.00 in NYC .,"[0, 0, 1, 1, 0, 0]"
1058,Fried dumpling is the arguably the quickest value in NYC .,"[0, 0, 1, 1, 0, 0]"
1059,"At 5 dumplings for $ 1 , you just cannot go wrong .","[0, 0, 1, 0, 0, 0]"
1060,"Although the place could be a little more eye catching and roomier , at the same time , it does n't really matter .","[1, 0, 0, 0, 0, 0]"
1061,"Get your food to go , find a bench , and kick back with a plate of dumplings .","[0, 0, 0, 0, 0, 1]"
1062,"I almost wanted to write a bad review , so no one would ever go here and I could have all the dumplings to myself !","[0, 0, 0, 0, 0, 1]"
1063,SO SO SO SO SO good !,"[0, 0, 0, 0, 0, 1]"
1064,And cheap !,"[0, 0, 1, 0, 0, 0]"
1065,I wish they had one near my office - I would go everyday .,"[0, 0, 0, 0, 0, 1]"
1066,"Go , go , hurry , before everyone finds out about it .","[0, 0, 0, 0, 0, 1]"
1067,"The place was n't too hard to find , but it was kind of packed , as soon as my boyfriend and I got our food , the line reached the door .","[1, 0, 0, 0, 1, 0]"
1068,"The food is very good for it 's price , better than most fried dumplings I 've had .","[0, 0, 1, 1, 0, 0]"
1069,The soup is pretty good too .,"[0, 0, 0, 1, 0, 0]"
1070,"It 's a really great deal , considering we got full off of four dollars .","[0, 1, 0, 0, 0, 0]"
1071,It 's a great place to pick up a cheap lunch or dinner .,"[0, 0, 1, 0, 0, 0]"
1072,"It only took about five or so minutes to get an empty table , but standing up was n't too bad .","[1, 0, 0, 0, 0, 0]"
1073,"Alone for 100 bucks , it is really overprice .","[0, 0, 1, 0, 0, 0]"
1074,"The food is great , service is ok .","[0, 1, 0, 1, 0, 0]"
1075,It is not worth for that bucks .,"[0, 0, 1, 0, 0, 0]"
1076,You have to increase the service a lot .,"[0, 1, 0, 0, 0, 0]"
1077,Knowledge of the chef and the waitress are below average .,"[0, 1, 0, 0, 0, 0]"
1078,"They sell special sushi , everything have a topping , sauce and etc .","[0, 0, 0, 1, 0, 0]"
1079,That 's why you have to pay more for that .,"[0, 0, 0, 0, 0, 1]"
1080,I 've been here a couple of times and have not been impressed .,"[0, 0, 0, 0, 0, 1]"
1081,The sushi is average and the prices are anything but .,"[0, 0, 1, 1, 0, 0]"
1082,The service is awful--the last time I was there ( and I do mean the last time ) we were told that they needed our table so we would have to leave .,"[0, 1, 0, 0, 0, 0]"
1083,"Had we been stalling I could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !","[0, 0, 0, 0, 1, 0]"
1084,The fish is fresh but the variety of fish is nothing out of ordinary .,"[0, 0, 0, 1, 0, 0]"
1085,The sauces used are also not that exciting .,"[0, 0, 0, 1, 0, 0]"
1086,"If the omakase is to showcase technique and variety , serving almost 40 % of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance .","[0, 0, 0, 1, 0, 0]"
1087,"The NYC has available to it so many different vegetables , meats , and fishes ; and Japanese cuisine has a number of unique foods and preparations all of which could have been used here with greater effect but all we get almost nothing of the sort .","[0, 0, 0, 1, 0, 0]"
1088,I came to this restaurant expecting to be surprised but left bored and overcharged .,"[0, 0, 1, 0, 1, 0]"
1089,"Perhaps this food is considered extreme to an Upper East Side resident , but for the rest of us who 've actually eaten ethnic food , this is simply dull .","[0, 0, 0, 1, 0, 0]"
1090,This is the best sushi in new york city - hands down .,"[0, 0, 0, 1, 0, 0]"
1091,The place is small and cramped but the food is fantastic .,"[1, 0, 0, 1, 0, 0]"
1092,Get the tuna of gari .,"[0, 0, 0, 1, 0, 0]"
1093,The one on the east side is much better than the one on the west side .,"[0, 0, 0, 0, 0, 1]"
1094,"Outstanding Bagels , but you get what you pay for .","[0, 0, 1, 1, 0, 0]"
1095,This is n't a value joint .,"[0, 0, 1, 0, 0, 0]"
1096,"While they keep the capex to a minimum , they do put some cash into the bagels , because they among the best in the city .","[0, 0, 0, 1, 0, 0]"
1097,"It 's really a takeaway place , I would n't sit if I could take it home .","[0, 0, 0, 0, 0, 1]"
1098,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave .,"[0, 0, 0, 0, 0, 1]"
1099,"Great bagels , spreads and a good place to hang out in .","[0, 0, 0, 1, 0, 0]"
1100,Great place to grab a hot bagel on the way to work .,"[0, 0, 0, 1, 0, 0]"
1101,"Unlike HH up the block , this place actually gives you hearty and hot bagels this town is known for .","[0, 0, 0, 1, 0, 0]"
1102,"Of course this atmosphere is lacking , but what do you expect from a 24 hour bagel place anyways ?","[1, 0, 0, 0, 0, 0]"
1103,Pick a bagel on 2nd has the best chicken salad ever ... even there low fat is good .,"[0, 0, 0, 1, 0, 0]"
1104,The employees are excellent .. some even know me by name and order ( pathetic for me ) ...i just ca n't stay away !,"[0, 1, 0, 0, 0, 0]"
1105,plus the make your own salad . .... they do not have limits on what or how much you can put on it .,"[0, 0, 0, 1, 0, 0]"
1106,you can actually get 2 salads worth if u take it home and add it to some lettuce !,"[0, 0, 0, 1, 0, 0]"
1107,"Bagels are ok , but be sure not to make any special requests !","[0, 0, 0, 1, 0, 0]"
1108,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewher e !,"[0, 1, 0, 0, 0, 0]"
1109,Be sure not to get anything other than bagels ! ..the turkey burgers are scary !,"[0, 0, 0, 1, 0, 0]"
1110,Pick a bagel has the best bagels in the city .,"[0, 0, 0, 1, 0, 0]"
1111,big and soft as well as good lunch food .,"[0, 0, 0, 1, 0, 0]"
1112,They outshine HH.,"[0, 0, 0, 0, 0, 1]"
1113,"Sometimes this is the BEST food and others ...well , it just sucks .","[0, 0, 0, 1, 0, 0]"
1114,The problem is just that-it is a sometimes kind of affair .,"[0, 0, 0, 0, 0, 1]"
1115,"But , hey , there is anything better with a decent vegetarian selection in Astoria .","[0, 0, 0, 0, 0, 1]"
1116,"So , again , give it a try .","[0, 0, 0, 0, 0, 1]"
1117,I recommend ordering in on a weeknight .,"[0, 0, 0, 0, 0, 1]"
1118,"Apparently , the good cook works then .","[0, 0, 0, 0, 0, 1]"
1119,"Good Chicken w peanut sauce , but my friend 's mixed sqewer dish was n't that great : it 's chicken was a lil dry and the shrimp a lil too salty .","[0, 0, 0, 1, 0, 0]"
1120,But the coconut rice was good .,"[0, 0, 0, 1, 0, 0]"
1121,"Place should also have a 1,2,3 chili rating to be more authentic...","[0, 0, 0, 0, 0, 1]"
1122,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished .,"[0, 0, 0, 0, 1, 0]"
1123,"It was raining , and we figured why not ?","[0, 0, 0, 0, 1, 0]"
1124,"The interiors are warm , tables lit by candlelight , patrons happily eating and praising the wait staff and cook constantly .. .pretty rare to see ..and strange .","[1, 0, 0, 0, 0, 0]"
1125,I ordered the chu chu curry and my friend ordered the pad thai chicken .,"[0, 0, 0, 1, 0, 0]"
1126,The chu chu curry was really delish but the pad thai ..unbelievable ...and a large portion too !,"[0, 0, 0, 1, 0, 0]"
1127,The Thai ice tea was amazingly smooth and yummy !,"[0, 0, 0, 1, 0, 0]"
1128,"Only boo was the rice ..i think it is called jasmine rice but not sure , had a dry texture to it .. seemed like left over rice .","[0, 0, 0, 1, 0, 0]"
1129,But other than that ..not bad at all !,"[0, 0, 0, 0, 0, 1]"
1130,One of the best Thai Restaurant .Good services .Good,"[0, 1, 0, 0, 0, 0]"
1131,Price .Food was Delicious and Testy .,"[0, 0, 1, 1, 0, 0]"
1132,"You better try Lab-Ped ( Spicy Duck Salad . ),Pad Thai,Tom yum Kung ,etc .","[0, 0, 0, 1, 0, 0]"
1133,"Only had delivery so ca n't speak to ambience , but considering the lack of attention they give the food , there certainly ca n't be much to see there .","[0, 0, 0, 1, 0, 0]"
1134,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .","[0, 0, 0, 1, 0, 0]"
1135,Instead of wasting your time here : SUPPORT RESTAURANTS THAT CARE ABOUT FOOD .,"[0, 0, 0, 0, 0, 1]"
1136,Plain and simple it 's bad thai food .,"[0, 0, 0, 1, 0, 0]"
1137,"The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .","[0, 0, 0, 1, 0, 0]"
1138,Do n't eat here unless you 're starving for thai food and you work next door .,"[0, 0, 0, 0, 0, 1]"
1139,I love the fact that the pizza tastes so good and is so cheap .,"[0, 0, 1, 1, 0, 0]"
1140,"It 's only $ 1.95 for a regular slice and $ 4.00 for a slice with a mushroom , not mushrooms .","[0, 0, 1, 0, 0, 0]"
1141,Nothing better than buying a snapple for $ 3.25 too .,"[0, 0, 1, 0, 0, 0]"
1142,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $ 2.50 .,"[0, 0, 0, 0, 0, 1]"
1143,It 's a steal !,"[0, 0, 0, 0, 0, 1]"
1144,The pizza is good though .,"[0, 0, 0, 1, 0, 0]"
1145,Awsome Pizza especially the Margheritta slice .,"[0, 0, 0, 1, 0, 0]"
1146,Always busy but fast moving .,"[1, 0, 0, 0, 0, 0]"
1147,Great atmoshere and worth every bit .,"[1, 0, 0, 0, 0, 0]"
1148,Open late ( well as late as I ever got there and I 'm a night person ),"[1, 0, 0, 0, 0, 0]"
1149,Love Pizza 33..,"[0, 0, 0, 0, 0, 1]"
