,text,label_category
903,Took it back as it was defective.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
904,Page just disapeared after you got yahoo or downloaded something.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
905,Couldn't keep a page up you were working on!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
906,was a great deal i will give that.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
907,the laptop preformed pretty well.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
908,it cant fuction well with lots of webpages open at once.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
909,it has times were it freezes for 10 seconds and then starts again.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
910,"the mouse on the pad, the left button always sticks.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
911,the mouse is way way way to sensitve.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
912,i tried turning it done but it did nothing.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
913,the mouse jumps around all the time and it clicks stuff i dont want it too.,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
914,its not bad just VERY VERY annoying.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
915,think i would spend little extra to get a better made laptop.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
916,I am very happy with this laptop.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
917,For the price and what I get out of it has exceeded my expectations.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
918,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
919,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
920,Amazing Quality!,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
921,Plus stylish.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
922,"The big screen allows you to enjoy watching movies , pictures and etc!","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
923,"The flaws are, this computer is not for computer gamers because of the OS X.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
924,Mac is not made for gaming.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
925,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
926,"Second, it gets scratches easily and when it gets old some thing may operated","[0, 0, 1, 0, 0, 1, 0, 0, 0]"
927,Was not happy with one of the programs on it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
928,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
929,"Also, the extended warranty was a problem.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
930,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
931,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
932,I took 3-4 years researching brands and prices of laptops.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
933,I finally decided on this laptop because it was the right price for what I need it.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
934,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
935,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
936,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
937,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
938,Those things are very important - vital even!,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
939,So think about factoring those things in when you purchase.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
940,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
941,I will have to purchase Spy ware or Nortell for privacy protection.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
942,Thank you.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
943,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
944,The Internet Explorer was very slow from the very beginning.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
945,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
946,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
947,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
948,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
949,Another issue I have with it is the battery.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
950,Maybe three or four months ago it started blinking all of the sudden.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
951,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","[0, 0, 1, 0, 0, 1, 0, 0, 0]"
952,"It is not even a year old yet, so I would definitely not recommend it to anyone.","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
953,Don't waste your money!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
954,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
955,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
956,The laptop is gorgeous.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
957,"It is sleek, smooth, and lightweight.","[0, 1, 1, 0, 0, 0, 0, 0, 0]"
958,It is easily portable and I take it everywhere I go and might require internet access.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
959,The screen is very large and crystal clear with amazing colors and resolution.,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
960,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
961,The processor is very quick and effective as I load webpages and applications.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
962,It is quiet and a real joy to watch work.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
963,I love it and will probably get another one when this goes to the Laptop in the sky!!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
964,Overall this laptop is great.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
965,"It has plenty of memory, lots of hard drive, and great graphics.","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
966,It runs very quiet too which is a plus.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
967,The only bad thing about it is they give you the worst batteries possible.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
968,They only stay charged a little over an hour.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
969,"Laptops are usually used on the go, so why not give you a better battery?","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
970,This a starter notebook.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
971,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
972,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
973,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
974,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
975,It is a cheap throw together.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
976,Save your money and go for a better device.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
977,This laptop is a great price and has a sleek look.,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
978,Runs smooth and quick.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
979,"I wish it had a webcam though, then it would be perfect!","[0, 1, 0, 0, 0, 0, 0, 1, 0]"
980,I Love my new computer!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
981,Its fast and another thing I like is that it has three USB ports.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
982,I love to write and play with graphics and html programming and my new Toshiba works great on both!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
983,Thank you for your great product!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
984,Everything about this computer is easy to use.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
985,wonderful features.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
986,The only thing is that the battery won't last more than 1/2 an hour.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
987,It discharges too quickly.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
988,"Kind of annoying, but I still love the laptop.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
989,It has good speed and plenty of hard drive space.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
990,The only downfall is the volume control.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
991,The wheel that turns the volume up and down doesn't work in real time.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
992,I have to keep turning it until it decides to lower and there is no mute.,"[0, 1, 1, 0, 0, 0, 1, 0, 0]"
993,I bought my macbook a few months ago and it has been my baby ever since.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
994,I love it so much.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
995,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
996,"The best thing is even while doing almost ten or twenty things at once, it never slows down.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
997,It's just as fast with one program open as it is with sixteen open.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
998,It works exactly like it did the day I took it out of the box.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
999,GREAT INVESTMENT!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1000,I purchased this laptop while on a business trip to keep up with my email.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1001,I had left my regular laptop at home and needed something to use while out of town .,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1002,The price and features more than met my needs.,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
1003,I love WIndows 7 which is a vast improvment over Vista.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1004,The feature are good enough for what I need.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1005,I love my macbook pro!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1006,I have been a mac user since the mid 90s.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1007,I grew up in a design family so it only made sense.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1008,My laptop is almost 2yrs old and I have never had any problems with it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1009,If you are a PC user looking to convert I would HIGHLY recommend it!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1010,It may take a little getting used to but you don't have to worry about viruses or other headaches.,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1011,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1012,I am ADDICTED to photo booth!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1013,It is SO much fun to play with.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1014,I work with kids and they love making short videos on there.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1015,"I am able to organize my pics, music and files easily.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1016,If you have any creativity in you do yourself a favor and get a mac!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1017,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1018,I love the keyboard.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1019,Most laptops and notebooks are difficult to key on.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1020,This unit is not.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1021,The display is awesome.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1022,The resolution is even higher then any other laptop on the market.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1023,Only thing I would want to add to this is an internal bluray read/write drive.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1024,But other than that I am blown away by all the features this laptop offers.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1025,I think this computer is super lame.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1026,I dont understand how anyone can think this is a great product worth purchasing.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1027,I went to my local Best Buy looking for a new laptop since mine broke.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1028,I decided to get this pile of crap on a whim and totally freaking regret it.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1029,It doesnt work worth a damn.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1030,The display is beyond horrible.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1031,I can not even read what I am writing half of the time.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1032,"There are so many things wrong with this product, it just makes me want to set my self on fire!","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1033,I would totally recommend any other laptop over this pile of grabage.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1034,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1035,Not to mention it has shit gigs.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1036,I could not even put my entire music collection on this garabage.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1037,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1038,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","[0, 0, 1, 0, 0, 1, 0, 0, 0]"
1039,"got another 1, and same issue.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1040,I am taking back today.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1041,Don't waste your money or time.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1042,"Very dissappointed becase I have had toshibas for years, and never a issue.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1043,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
1044,Toshiba knows there is a manufacturing defect but will not acknowledge it.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1045,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1046,"Apparently there is a manufacturing defect, something with the amount of thermal paste.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1047,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1048,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1049,I loved the netbook (minus the fact that it was windows OS) until this started happening.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1050,"But if you can't make your product last more than a year, you will not get my business again.","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1051,I've had my MacBook Pro for three years now and still love it!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1052,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1053,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1054,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1055,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1056,"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1057,The iLife software that comes with the computer is so simple to use and produces a great finished product.,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
1058,I highly recommend this product!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1059,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1060,Needs constant repair.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1061,First the screen goes completely out.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1062,"Then HP sends it back to me with the hardware screwed up, not able to connect.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1063,"Now the screen is going darker, darker, darker.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1064,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1065,"Oh yeah, don't forget the expensive shipping to and from HP.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1066,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1067,So far so good with this laptop.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1068,"Fan vents to the side, so no cooling pad needed, great feature!","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1069,Screen is crystal clear and the system is very responsive.,"[0, 0, 1, 0, 0, 1, 0, 0, 0]"
1070,Memory is upgradable.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1071,The only thing I would change about it is the mouse keys.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1072,They click.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1073,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","[0, 0, 0, 0, 1, 1, 0, 1, 0]"
1074,I have owned many computers and laptops.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1075,I HATE this one.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1076,Vista is a nightmare.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1077,No tutorials on the display.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1078,The book is useless.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1079,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
1080,this is one of the reasons I purchased it.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1081,Thinking about returning it,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1082,The Macbook is a fantastic laptop.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1083,This is the first macbook I have ever had.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1084,I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1085,The macbooks are small enough to be very portable yet hold tons of information and performance.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1086,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1087,You will love this macbook if you choose to buy it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1088,The macbook rarely requires a hard reboot.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1089,It just works flawlessly!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1090,Its hard to encounter a problem on a mac that would require such abrupt action.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1091,"Dells are ok, HPs aren't that good, but Macs or Fantastic.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1092,"I honestly love my mac, thats why I am a self proclaimed mac addict.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1093,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1094,This was purchased for my daughter and I was pleasantly surprised.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1095,I wasn't a big fan of the Netbooks but this one was very well designed.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1096,It had the full sized touch pad with 2 buttons instead of just one.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1097,It made the computer much easier to use and navigate.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1098,Keyboard was also very nice and had a solid feel.,"[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1099,This system came loaded with Windows 7 Starter.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1100,"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1101,"So far, so good.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1102,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1103,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1104,Quite simply this is the best laptop I have ever owned.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1105,"I have had several machines over the years, both for personal and business use.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1106,All of them were Windows machines.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1107,"Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1108,"For me, five stars is not enough.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1109,"I love the 15"" MacBook Pro.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1110,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1111,It was very easy to just pick up and use--,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1112,It did not take long to get used to the Mac OS.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1113,(I had been a Windows/Linux user before this),"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1114,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","[0, 1, 0, 1, 0, 0, 0, 0, 0]"
1115,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1116,The built-in webcam is great for Skype and similar video-chat services.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1117,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","[0, 0, 0, 0, 0, 0, 1, 0, 1]"
1118,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1119,"All-in-all, I would definitely recommend this product for nearly everyone.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1120,I've always owned a PC and decided to try a MacBook to see what it's all about.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1121,I love it!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1122,I'm so glad I purchased a Mac and not another PC!!!,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1123,They definitely have a superior product!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1124,"Its not just slow on the internet, its slow in general.","[1, 0, 1, 0, 0, 0, 0, 0, 0]"
1125,No I am generous calling it slow.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1126,its more like a snail crawl.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1127,I bought for my son in the 2nd grade.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1128,he can't stand it.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1129,I can't begin to say how disappointed I am.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1130,I should have spent an extra hundred bucks and got a full sized computer.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1131,"the key bindings take a little getting used to, but have loved the Macbook Pro.","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
1132,Delivery was early too.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1133,It allows me to do everything I need from a computer and more.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1134,"With awesome graphics and assuring security, it's perfect!","[0, 0, 0, 0, 0, 1, 0, 1, 0]"
1135,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1136,I'd recommend this laptop to anyone!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1137,The Toshiba Satellite laptop is  DESIGNED  to fail !,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1138,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1139,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1140,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1141,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1142,"It has far exceeded my expectations for power, storage, and abilitiy.","[0, 1, 1, 0, 0, 0, 1, 0, 0]"
1143,It is easy to navigate and update programs.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1144,"My kids have to take their PCs in once a year to have them ""de-bugged"".","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1145,I've never had problems with viruses.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1146,My next laptop will also be a Mac!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1147,I would like to tell you about the best laptop I just got from Mac.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1148,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1149,My mac laptop is fabulous in both areas.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
1150,It gives me the power and speed that I need to run all the programs I use to edit.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1151,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
1152,I would buy one of these for every person in my office if I could.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1153,"In my line of work, I often have to take work home, and this makes it so easy.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1154,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
